,gene_id,type,rna_ctrl_cpm,rna_kd_cpm,rpf_ctrl_cpm,rpf_kd_cpm,TE_ctrl,TE_kd,delta_TE,delta_RNA,delta_RPF
29,ENSMUSG00000025935,,84.62591294691329,73.2679109243752,76.3979451427184,111.36917506953793,0.897469906611893,1.5097238578941254,0.7503492224196857,-0.2066049859005723,0.5407956121607382
30,ENSMUSG00000025937,,175.40643774451118,114.44058653232055,72.76362993856074,37.02954939339801,0.41364961323498345,0.3221625233571045,-0.3606205557888329,-0.6139199666204158,-0.9650702146543164
31,ENSMUSG00000025932,nucleus,13.540146071506127,5.754448756228583,3.0930342163043885,2.61825096720996,0.22029929037430518,0.41862217906934435,0.9261839013561817,-1.1666033039462618,-0.20446562852174588
32,ENSMUSG00000025930,nucleus,16.822605725204582,19.532706341564626,6.418045998831606,7.20019015982739,0.3705011879069255,0.3594217394825061,-0.04380049580191159,0.20970137538956557,0.1545294679047151
33,ENSMUSG00000032769,integral membrane,5.9494581223284495,4.8629144418833095,3.8662927703804857,4.8624660819613545,0.5994755988871568,0.9066835085017297,0.5968980130157368,-0.26616071440969113,0.2964877477488854
34,ENSMUSG00000025925,nucleus,288.95902638964213,245.33403359301298,123.18008766432227,124.55393886870239,0.4255527602670403,0.506658647089141,0.25167607338267706,-0.23567448759704668,0.015937252360399334
35,ENSMUSG00000043716,,413.48733950182725,417.4001562616507,245.8962201961989,171.86947420471097,0.5939703868531312,0.41126922694209783,-0.5303078786396299,0.013571649996624302,-0.5154758219835269
36,ENSMUSG00000025921,integral membrane,5.231420073081913,7.294371662824965,0.6959326986684874,0.5610537786878486,0.12142413045887052,0.07198191245662286,-0.7543488167554555,0.44354008627397734,-0.17263842390784234
37,ENSMUSG00000025920,nucleus,16.00199081177997,16.452860528371865,4.484899613641363,3.9273764508149402,0.27177930619376006,0.231664529077095,-0.23039844537533294,0.038888643266198564,-0.17111240371664804
38,ENSMUSG00000025939,nucleus,23.900409353491874,24.476669357479327,8.815147516467508,7.574226012285956,0.3612704766039508,0.30325204309187986,-0.2525619958511607,0.03367575481072205,-0.2062546450995435
39,ENSMUSG00000079658,,94.78102250054289,69.7017736669941,111.89051277481126,109.21846891790118,1.1743210750511597,1.5557793373709456,0.4058105369628304,-0.4406814143748603,-0.03471386327543158
40,ENSMUSG00000025940,,37.0302479682857,24.80086365360488,27.605330380516666,36.09445976225159,0.7355488406003627,1.4266097891527443,0.9556977332022982,-0.5688671897236395,0.38078147344263336
41,ENSMUSG00000091020,,1.436076098493074,1.5399229065963815,2.3971015176359014,1.2156165204903386,1.238123604491405,0.5959129712988022,-1.0549817928344152,0.07537897082831024,-0.7558831255690517
42,ENSMUSG00000042686,integral membrane,6.359765579040757,14.99398619580687,1.0825619757065361,1.4026344467196212,0.1578132609974578,0.09052766854143807,-0.8017877349677591,1.1754771787583511,0.2657364040946758
43,ENSMUSG00000025776,,4.103074567123069,1.2967771845022158,1.7784946743750234,2.2442151147513942,0.3863710327609544,1.2490224909958092,1.6927406148641821,-1.3571862999603606,0.2683125780710611
44,ENSMUSG00000100204,,1.8463835552053809,1.2967771845022158,0.9279102648913166,0.8415806680317728,0.3954640164574866,0.4683834341234284,0.24414362236494336,-0.38502735140410915,-0.08997151282348914
45,ENSMUSG00000041872,,2.0515372835615344,1.2157286104708274,1.3918653973369748,1.8701792622928284,0.5455007090447667,1.0900204443053596,0.9987022174023051,-0.5725453537175772,0.3251867304148076
46,ENSMUSG00000041859,nucleus,1100.7523294949413,1040.5015934149656,297.39523989766695,133.81132621705189,0.2700518599893078,0.1285409427454275,-1.0710085263793285,-0.08117279399422372,-1.1492241011748625
47,ENSMUSG00000025931,integral membrane,14.463337849108816,22.936746450882943,11.057597323288189,28.23970686062171,0.7389793263236889,1.204932899701094,0.7053468986656533,0.6473402741207139,1.3142038355079348
48,ENSMUSG00000041809,,2.2566910119176877,3.809282979475259,1.0052361202989262,1.1221075573756971,0.3646531714846182,0.26039310082911654,-0.4858337171445477,0.6445102699642895,0.10787966929487125
49,ENSMUSG00000041779,,22.464333254998802,26.98917515245237,14.923890093668675,27.585144118819223,0.6498725622883081,1.003491154821293,0.6267991566642549,0.259468720556546,0.8646405296447242
50,ENSMUSG00000025933,integral membrane,1.8463835552053809,5.997594478322748,3.0157083608967787,5.049484008190637,1.2852580534868314,0.7771312945177955,-0.7258277878144848,1.469466841355383,0.6585382363709407
51,ENSMUSG00000025934,,12.001493108834977,12.562528974865216,5.258158167717461,7.20019015982739,0.4206024130030875,0.5512095072617195,0.39014364500218435,0.06333382468205562,0.41928665623020134
52,ENSMUSG00000082935,,12.309223701369207,9.806877457798008,6.650023565054435,2.8052688934392425,0.5191589841891511,0.2721744684484265,-0.9316446686903049,-0.31357572016359647,-1.1131803527016635
53,ENSMUSG00000041670,,12.411800565547281,17.506491990779914,2.5517532284511204,3.085795782783167,0.19762954171240807,0.17137129121892397,-0.20567317360830728,0.47982694384798474,0.2326550192288248
54,ENSMUSG00000026158,,12.001493108834977,10.77946034617467,1.7784946743750234,1.4961434098342627,0.14226258086869134,0.13264317298137998,-0.10100581833710542,-0.14840236748022928,-0.19086562589982592
55,ENSMUSG00000026155,cytoplasm,60.007465544174885,59.73279906113332,37.503039872690714,26.83707241390209,0.619808473804125,0.4455557907356054,-0.47621638744895745,-0.006563852710166351,-0.4752560748201038
56,ENSMUSG00000026154,,24.310716810204184,19.694803489627404,16.934362334266527,16.83161336063546,0.6825422442975021,0.8334625969141334,0.28819911630351025,-0.296979309335331,-0.008527640220003185
57,ENSMUSG00000026153,,58.77654317403796,47.65656153045643,10.516316335434922,9.818441127037351,0.17741109336552668,0.20388584265568288,0.20066537858659883,-0.2997289319311376,-0.09441686237149849
58,ENSMUSG00000067736,,204.64084403526306,208.5379809827626,89.77531812823489,159.6198000366929,0.43762771158727803,0.7635923351644659,0.8030985254673048,0.027150330934544442,0.8267482148291885
59,ENSMUSG00000101939,,49.647202262189126,42.06420992229063,0.6959326986684874,1.0285985942610558,0.013877797110791543,0.024165809635347764,0.8001887504828202,-0.2365283630481576,0.3540734048345338
60,ENSMUSG00000101111,,1566.0409854066972,1708.260794859575,1174.6570694969992,1715.8894731536702,0.7498412620159062,1.00417184097127,0.42134905350450014,0.1253679364577689,0.5465233601387176
61,ENSMUSG00000100862,,1202.9188862163057,1062.546805551503,754.1590677904175,1142.0249665191159,0.6266804322488112,1.0742941520120928,0.777587219527868,-0.1789337838385343,0.5983287608639589
62,ENSMUSG00000102070,,1887.1065702840774,1895.1588065759572,763.7474738609611,1223.7518002813122,0.4046115784318446,0.6455548836299924,0.6740021505602367,0.006141223388167916,0.6797885339965486
63,ENSMUSG00000101249,,8.513879726780369,9.401634587641064,3.556989348750047,6.5456274180249,0.39461247060820875,0.6610653382619233,0.7443563225560232,0.1355185085716082,0.796318670366087
64,ENSMUSG00000073725,integral membrane,23.079794440067264,21.396823544286562,38.50827599298964,74.90067945482778,1.6331048216245514,3.420618488491737,1.066639811161115,-0.10682954058080796,0.9507972855236009
65,ENSMUSG00000099492,,1.1283455059588439,1.62097148062777,0.4639551324456583,0.7480717049171314,0.28492425639880425,0.35270238744356686,0.3078728938507158,0.381318375667806,0.37266292061095174
66,ENSMUSG00000048874,,391.94619802443117,330.5971334740337,129.98476294019193,98.27792023348815,0.3312167721194229,0.2968250410455323,-0.15816292257552145,-0.2452403624587891,-0.40162085097361544
67,ENSMUSG00000117310,nucleus,6.770073035753064,8.266954551201627,24.048341031766622,31.231993680290238,3.307854118315002,3.562467844208167,0.10698138132922841,0.2701059112538995,0.37031263576237095
68,ENSMUSG00000026134,,106.26963128848747,92.9627144140026,60.70079649497362,39.273764508149405,0.5685211774400755,0.4202078310520949,-0.43611104204658124,-0.1920385138266072,-0.6217333120909734
69,ENSMUSG00000004768,,100.73048062287134,79.99494256898045,25.05357715206555,15.896523729489042,0.2474904494961482,0.19748475149064745,-0.32563159164739686,-0.3306737048598478,-0.6401352852583209
70,ENSMUSG00000042215,,7.488111084999601,4.781865867851921,3.170360071711998,3.1793047458978085,0.3968848252079805,0.6019283384776294,0.6008713373729224,-0.5968067305009885,0.0035115733251902537
71,ENSMUSG00000042197,nucleus,140.42772705978703,127.00311550718575,24.744273730435108,18.88881054915757,0.17558130147048795,0.14814391377042896,-0.2451398563016407,-0.1444229855942485,-0.3807318713789867
72,ENSMUSG00000042182,nucleus,1.2309223701369205,1.4588743325649927,0.6959326986684874,0.5610537786878486,0.40205887373992244,0.28641642261614225,-0.4892925550559206,0.17848382457444212,-0.17263842390784234
73,ENSMUSG00000026131,integral membrane,1215.3306867818528,1399.870970670142,192.07742483250254,312.6004636922463,0.15798040543038663,0.22322689504385584,0.49876522819296376,0.2038667234436371,0.7011870539875122
74,ENSMUSG00000101462,,2.872152196986148,3.890331553506648,1.7784946743750234,1.4026344467196212,0.5274064070905662,0.31948257884972453,-0.7231778333826528,0.3806602431738362,-0.2600825953470626
75,ENSMUSG00000042111,,31.08078984595725,32.98676963077512,20.336699972201355,24.31233040980677,0.6439579273158906,0.7260279411204589,0.1730586376528515,0.08454395632297818,0.25193043377812163
76,ENSMUSG00000026127,,165.55905878341582,173.68709414926553,90.62590253771859,66.39136381139542,0.5457450090447539,0.3811497294656222,-0.5178691794111645,0.06894130962063905,-0.44604123850190014
77,ENSMUSG00000026126,nucleus,2.154114147739611,2.350408646910266,1.5465171081521942,1.1221075573756971,0.5826867354101152,0.3936655042749813,-0.5657501697790469,0.1029383458525186,-0.33530124348201473
78,ENSMUSG00000100280,,1.538652962671151,2.7556515170672085,1.1598878311141456,0.65456274180249,0.5689481497598293,0.2010543015341336,-1.5007119778975941,0.675330074586358,-0.5237391781718058
79,ENSMUSG00000037509,cytoplasm,9.43707150438306,10.131071753923562,1.7784946743750234,1.776670299178187,0.17897573481186707,0.1671205255972879,-0.09887506808220747,0.09739439570845798,-0.0011556188218024843
80,ENSMUSG00000037503,integral membrane,201.56353810992076,182.52138871868686,18.63553115323394,17.392667139323308,0.09222609545269063,0.09503078990432488,0.043220001075182424,-0.14279675595743413,-0.09688549082588782
81,ENSMUSG00000026123,integral membrane,31.49109730266955,31.36579815014735,12.526788576032775,10.47300386883984,0.3915710817142698,0.32865970654469273,-0.2526796292078486,-0.005661681379494077,-0.24752294914347672
82,ENSMUSG00000045216,integral membrane,118.06597066896632,184.14236019931465,26.909397681848183,55.73134201632629,0.22695717439010096,0.30183399928470556,0.4113352292201957,0.6390435656329148,1.0367038531613355
83,ENSMUSG00000037470,,382.81685711258234,452.57523739127333,610.2556508768558,1067.4983229167465,1.592039691324142,2.3561171187885086,0.5655349506730358,0.2412131983188477,0.8062421696832622
84,ENSMUSG00000037447,nucleus,8.616456590958444,10.293168901986338,4.020944481195705,3.1793047458978085,0.44106440271800484,0.2945663849763993,-0.5823965247887644,0.24357341813768985,-0.29719102554759846
85,ENSMUSG00000010453,,147.1978000955401,125.30109545252661,52.19495240013656,46.193427778632866,0.35339018161660923,0.36719416164436197,0.05528116274456929,-0.23150385285840702,-0.17444527293527834
86,ENSMUSG00000001143,integral membrane,36.312209919039155,35.823469721873714,17.939598454565452,27.49163515570458,0.48732739745915526,0.7568559767611993,0.6351274608961093,-0.019282340947639476,0.6021885260462465
87,ENSMUSG00000037408,integral membrane,15.796837083423814,17.83068628690547,10.438990480027313,13.465290688508365,0.6405531592780811,0.7345764625368827,0.1975943653714875,0.16966880925967143,0.35236600057683587
88,ENSMUSG00000001138,integral membrane,41.13332253540876,50.0069701773667,24.35764445339706,36.74902250405408,0.5850516598256387,0.7276029897458022,0.3145874513743761,0.2787438027366296,0.5835129756098034
89,ENSMUSG00000079610,,9.744802096917288,13.616160437273267,4.098270336603314,3.553340598356374,0.40003411464985783,0.25172146591461886,-0.668294787678114,0.4624556167981786,-0.1819798771660457
90,ENSMUSG00000026121,,3.077305925342302,10.050023179892174,2.8610566500815597,8.41580668031773,0.7997796972893207,0.7977050416683296,-0.0037472621624598523,1.560300763102863,1.4074504760150441
91,ENSMUSG00000046337,,18.566412416231888,23.341989321039883,19.872744839755697,16.177050618832965,1.0422907260118506,0.6785109413901622,-0.6193137592275201,0.3224712079100449,-0.28877620225636313
92,ENSMUSG00000061518,,54.36573801438066,79.26550540269794,176.8442313172034,254.43788863493933,3.2232179447007785,3.189823562834636,-0.015025115468048744,0.5398594765457334,0.5235933984960122
93,ENSMUSG00000037351,cytoplasm,215.5139916381392,208.61902955679398,75.00607974538143,70.41224922532498,0.3472278771230226,0.3367089517130814,-0.044380701892302366,-0.04680041027058213,-0.09055795789368215
94,ENSMUSG00000026117,cytoplasm,8.616456590958444,11.589946086488554,1.9331463851902428,2.5247420040953186,0.21205019361442543,0.2088298811288259,-0.022077640630593365,0.4072627232590156,0.31398897307291995
95,ENSMUSG00000026116,integral membrane,317.8857020878598,444.3082828400717,572.3659817271272,1128.933711683066,1.797712579345603,2.538023133190997,0.49754283959177625,0.4824081034663461,0.9793300246374006
96,ENSMUSG00000050122,,9.64222523273921,15.561326214026591,6.959326986684874,3.085795782783167,0.6861735789716139,0.19212583952676932,-1.8365220121388128,0.6632168054072696,-1.0567521434650713
97,ENSMUSG00000026114,cytoplasm,7.488111084999601,4.133477275600813,2.1651239514130722,2.4312330409806773,0.27104329526398674,0.5247102546036387,0.9529976656231989,-0.7857590993000327,0.13730503836211527
98,ENSMUSG00000026113,,20.207642243081114,24.39562078344794,4.175596192010924,3.459831635241733,0.2016451773212416,0.13897350322519497,-0.5370090576812325,0.2657286913863919,-0.23971124598513804
99,ENSMUSG00000026112,,133.9653846165682,111.68493501525334,15.310519370706725,12.43669209424731,0.11386216173303708,0.1108588429681431,-0.03856453999346465,-0.26135587434527796,-0.2894159924845945
100,ENSMUSG00000026111,,49.95493285472336,48.223901548676146,37.812343294321145,53.76765379091882,0.7494280767986659,1.1035170025783725,0.5582469249431659,-0.05036566382398355,0.5022832686314675
101,ENSMUSG00000026110,integral membrane,34.87613382054609,32.98676963077512,7.036652842092484,9.350896311464144,0.19890960605779,0.27924151581556117,0.48940049725709045,-0.0791851774413832,0.38633105829594516
102,ENSMUSG00000026090,,2.872152196986148,2.5125057949730434,1.0052361202989262,1.0285985942610558,0.29809927357292865,0.3414428599531574,0.1958513057732607,-0.16270563503737723,0.022219794257547276
103,ENSMUSG00000060771,cytoplasm,9.539648368561133,5.1060601639774745,1.8558205297826331,2.150706151636753,0.1848491562308179,0.38363950595043855,1.0534028338940664,-0.8406496083185315,0.17014711023880835
104,ENSMUSG00000037216,cytoplasm,14.463337849108816,9.887926031829396,4.8715288906794125,2.0571971885221116,0.32556431859015666,0.1980373350964093,-0.7171701500251124,-0.5265243845978285,-1.0707693661093187
105,ENSMUSG00000026088,,37.33797856081993,30.393215261770685,18.016924309973064,13.371781725393724,0.4761598001598595,0.4328387839235644,-0.13761605041175629,-0.2925449872244563,-0.4166913817758995
106,ENSMUSG00000026087,,78.4713010962287,89.72077145274706,73.45956263722924,63.960130770414736,0.9302058041023883,0.7089291051331091,-0.3919085805226688,0.19213116242993422,-0.19832957813454133
107,ENSMUSG00000058407,nucleus,70.26515196198255,55.5993217855325,39.745489679511394,20.19793603276255,0.5616534208937193,0.36003886303615545,-0.6415275208948197,-0.33505575589591174,-0.9593401976455818
108,ENSMUSG00000026083,cytoplasm,455.0309694939483,385.3049209452209,24.82159958584272,13.18476379916444,0.05448937887454098,0.03417469058419941,-0.6730467698925695,-0.2396775945912637,-0.8877980100425011
109,ENSMUSG00000026082,nucleus,79.29191600965329,65.64934496542469,10.129687058396872,9.163878385234861,0.1269512948801903,0.13853316899849408,0.12595633183806276,-0.27051571902062665,-0.13742491972066206
110,ENSMUSG00000037138,nucleus,13.027261750615743,15.804471936120757,2.6290790838587306,2.0571971885221116,0.19435412224052354,0.12617380045069834,-0.6232753366576795,0.2693978842843152,-0.29117470868739836
111,ENSMUSG00000048814,,2.666998468629995,4.619768719789144,0.38662927703804856,1.4026344467196212,0.12208066434755799,0.2739644158725569,1.166153801272688,0.6929624696881465,1.1015954960738128
112,ENSMUSG00000026080,,28.618945105683405,41.82106420019646,14.459934961223018,28.894269602424203,0.49658168964372074,0.682739674639138,0.45930452437544556,0.5394178138809709,0.974431026746839
113,ENSMUSG00000026078,cytoplasm,74.16307280074946,77.88767964416435,56.98915543540836,42.45306925404721,0.7632843559425042,0.5415783379066722,-0.49505058753193903,0.07023203596746264,-0.4205286122416796
114,ENSMUSG00000073702,,146.6849157746497,149.45357051388038,330.18140259049346,304.5586928643871,2.2433100623981335,2.031019947178889,-0.14342462963236202,0.026886049760091346,-0.11635506925012074
115,ENSMUSG00000003134,,25.233908587806873,45.630347179671716,4.3302479028261445,7.8547529016298805,0.16827012064843827,0.17027300642322585,0.017070717773408184,0.8420455531874254,0.7904999256773659
116,ENSMUSG00000003135,nucleus,133.34992343149972,159.50359369377256,89.62066641741966,68.35505203680287,0.6695608344018572,0.42720947985472213,-0.6482714796502624,0.25748799483590634,-0.3882954701973169
117,ENSMUSG00000048234,integral membrane,64.52084756801025,58.11182758050555,35.10593835505481,48.15711600404034,0.5399181903670948,0.8216279544925421,0.6057444443340076,-0.14971053931466471,0.4505329378435716
118,ENSMUSG00000026074,,624.8982565728434,560.4508894270514,67.6601234816585,34.59831635241733,0.10818725951113645,0.061677977528042854,-0.8107032486604768,-0.15690072730322413,-0.9575261223360183
119,ENSMUSG00000026073,integral membrane,2.2566910119176877,1.8641172027219353,1.3918653973369748,1.30912548360498,0.5049043912863944,0.5537481314791471,0.13321970062565514,-0.22163600977068554,-0.06451696841111276
120,ENSMUSG00000070942,integral membrane,4.5133820238353755,4.376622997694978,1.3918653973369748,2.898777856553884,0.2776300291339377,0.5944232018599843,1.098326807324876,-0.039901728140635306,0.8452066234082002
121,ENSMUSG00000041945,integral membrane,2.5644216044519177,2.6746029430358202,1.1598878311141456,2.337724077866036,0.37850138813441614,0.7363831382423243,0.9601580008934116,0.050961363512473046,0.7736485647420362
122,ENSMUSG00000060679,,148.9416067865674,128.38094126571937,46.85946837701149,29.642341307341333,0.3135637349238101,0.229997864821816,-0.4471382468228413,-0.21354293627102372,-0.6518614037388808
123,ENSMUSG00000070939,cytoplasm,18.87414300876612,27.96175804082903,4.3302479028261445,5.142992971305278,0.22350655205068218,0.18069835896740952,-0.30673372008654365,0.5548922817932764,0.22436331821534727
124,ENSMUSG00000010290,nucleus,69.75226764109217,54.05939887893612,15.929126213967601,13.932835504081572,0.22674180846868902,0.2553700332182482,0.17153880848655167,-0.36471704496793134,-0.1869009898699221
125,ENSMUSG00000094497,,18.976719872944194,29.258535225331247,26.213464983179694,14.774416172113344,1.3458870463908943,0.49647659268985034,-1.4387597308707463,0.6115527861511838,-0.806449881440789
126,ENSMUSG00000066877,cytoplasm,14.771068441643047,22.612552154757388,5.799439155570729,5.610537786878485,0.3797664307335627,0.24274851817797352,-0.6456498958512109,0.5978755712035269,-0.04392403310687376
127,ENSMUSG00000057363,integral membrane,32.41428908027224,19.694803489627404,20.414025827608963,21.69407944259681,0.6202177351551691,1.074240680467105,0.7924705755366532,-0.7047299295278568,0.08570407134540581
128,ENSMUSG00000041763,,238.49120921402837,191.43673186213962,147.53773211771934,61.6224066925487,0.6173353932260833,0.32105582967208995,-0.9432303115545144,-0.3163267192032668,-1.2527793118116133
129,ENSMUSG00000026049,,25.74679290869726,19.694803489627404,16.934362334266527,12.997745872935157,0.6451973920461376,0.6436183387281362,-0.0035351733792072793,-0.3781570432587813,-0.36921510123792256
130,ENSMUSG00000026047,,42.979706090614144,40.200092719568694,50.1844801595387,66.76539966385397,1.154204677808802,1.6404237730827826,0.5071694733716683,-0.09531010710202903,0.4083205400028609
131,ENSMUSG00000041684,nucleus,23.490101896779567,24.07142648732238,12.990743708478432,10.005459053266634,0.5415043155870176,0.40719894949643837,-0.41123899610746495,0.034542329969529995,-0.3608306780676993
132,ENSMUSG00000026048,,68.21361467842101,67.51346216814662,27.605330380516666,23.470749741775,0.40174469804432966,0.34508976596058766,-0.2193072947054182,-0.014775645133230597,-0.22956874062850474
133,ENSMUSG00000101567,,1.0257686417807672,1.0536314624080505,1.3145395419293653,1.0285985942610558,0.8615588929623887,0.6620608678114562,-0.37998555707676623,0.02610810470340197,-0.24739388723220057
134,ENSMUSG00000056870,cytoplasm,2.872152196986148,2.350408646910266,0.8505844094837068,1.5896523729489043,0.2522378468694012,0.5576927977228903,1.1446858793546153,-0.24250088650189516,0.6296791517864975
135,ENSMUSG00000026042,,2.154114147739611,8.348003125233015,9.356428504320775,48.811678745842826,3.525254749231197,5.516688687263247,0.6460750536354727,1.7371214758994948,2.3227924850684722
136,ENSMUSG00000025995,,294.9084845119706,235.44610756118357,88.30612687549029,34.69182531553197,0.2989288781646755,0.14703283590527544,-1.02366389705736,-0.32425389144500105,-1.3354188686691266
137,ENSMUSG00000025993,integral membrane,3.4876133820546085,7.861711681044684,1.7784946743750234,1.4961434098342627,0.446004791331766,0.1789278878421385,-1.3176809442802553,1.0682727584629206,-0.19086562589982592
138,ENSMUSG00000025986,,206.07692013375612,168.66208255931943,180.86517579839912,227.22678036857866,0.8755342837006721,1.343248894378549,0.6174910734162776,-0.2882728510358845,0.32840649208033845
139,ENSMUSG00000100033,,4.71853575219153,3.5661372573810937,2.3971015176359014,0.9350896311464142,0.45934369935651703,0.22997001132929884,-0.9981282975631014,-0.35998614769673365,-1.0134693932500576
140,ENSMUSG00000026107,nucleus,150.89056720595084,96.85304596750925,34.02337637934828,23.283731815545714,0.22473907725745604,0.23916798477282838,0.08977328234479565,-0.6369772935616966,-0.5375984660295554
141,ENSMUSG00000018417,cytoplasm,159.30187006855314,150.91244484644537,33.25011782527218,19.917409143418624,0.20807089310662175,0.13154406933735088,-0.66152895549327,-0.07780050363067392,-0.7250927309865958
142,ENSMUSG00000072324,,31.388520438491476,25.93554369004432,0.7732585540760971,0.5610537786878486,0.02424880626141327,0.02122346282210729,-0.1922536612536918,-0.2705581626728364,-0.26302762967665044
